NO_accident	accident
NO_agriculture NA_bruno DE_le NO_maire	agriculture NA_bruno DE_le NO_maire
NO_agriculture KO_et PR_de DE_le NO_pêche	agriculture KO_et PR_de DE_le NO_pêche
NO_aide PR_au NA_pakistan	aide PR_au NA_pakistan
NO_aide PR_au NO_retour	aide PR_au NO_retour
NO_aide PR_au NO_retour	NO_aide PR_au retour
NO_aide PR_au NO_retour	aide PR_au retour
NO_aide PR_au NO_retour AD_humanitaire	aide PR_au NO_retour AD_humanitaire
NO_aide PR_au NO_retour AD_humanitaire	NO_aide PR_au retour AD_humanitaire
NO_aide PR_au NO_retour AD_humanitaire	aide PR_au retour AD_humanitaire
NO_aide PR_au NO_retour AD_volontaire	aide PR_au NO_retour AD_volontaire
NO_aide PR_au NO_retour AD_volontaire	NO_aide PR_au retour AD_volontaire
NO_aide PR_au NO_retour AD_volontaire	aide PR_au retour AD_volontaire
NO_aide PR_de DE_le NA_etat	aide PR_de DE_le NA_etat
NO_aide PR_de DE_le NA_etat	NO_aide PR_de DE_le NA_etats
NO_aide PR_de DE_le NA_etat	aide PR_de DE_le NA_etats
NO_aide PR_de NO_urgence	aide PR_de NO_urgence
NO_aide AD_financier	aide AD_financier
NO_aide AD_humanitaire	aide AD_humanitaire
NO_aide AD_social	aide AD_social
NO_aire PR_de NO_accueil	NO_aire PR_de accueil
VE_ajouter DE_le NO_ministre	VE_ajouter DE_le NO_ministère
VE_ajouter DE_le NO_ministre	VE_ajouter DE_le ministre
VE_ajouter DE_le NO_ministre	VE_ajouter DE_le ministère
VE_ajouter DE_le NO_ministre	VE_ajouter DE_le ministres
VE_ajouter DE_un NO_commentaire	VE_ajouter DE_un commentaire
VE_ajouter DE_un NO_commentaire	VE_ajouter DE_un commentaires
VE_alerter DE_le NO_modérateur email	VE_alerter DE_le NO_modérateur NO_mail
NA_alexandre boksenbaum-granier PR_pour DE_le NO_service	NA_alexandre boksenbaum-granier PR_pour DE_le service
NA_alexandre boksenbaum-granier PR_pour DE_le NO_service	NA_alexandre boksenbaum-granier PR_pour DE_le services
NO_algue AD_vert sainte-anne-la-palud	algues AD_vert sainte-anne-la-palud
aller AD_plus AD_loin	aller plus AD_loin
AD_alors KO_que DE_le NO_gouvernement	AD_alors KO_que DE_le gouvernement
NO_ami VE_cliquer AD_ici DE_le NO_service	NO_ami VE_cliquer AD_ici DE_le service
NO_ami VE_cliquer AD_ici DE_le NO_service	NO_ami VE_cliquer AD_ici DE_le services
AD_ancien NO_directeur	AD_ancien directeur
AD_ancien NO_ministre	AD_ancien NO_ministère
AD_ancien NO_ministre	AD_ancien ministre
AD_ancien NO_ministre	AD_ancien ministère
AD_ancien NO_ministre	AD_ancien ministres
AD_ancien NA_premier NO_ministre	AD_ancien NU_premier NO_ministère
AD_ancien NA_premier NO_ministre	AD_ancien NU_premier ministre
AD_ancien NA_premier NO_ministre	AD_ancien NA_premier NO_ministère
AD_ancien NA_premier NO_ministre	AD_ancien NA_premier ministre
AD_ancien NA_premier NO_ministre	AD_ancien NU_premier ministère
AD_ancien NA_premier NO_ministre	AD_ancien NU_premier ministres
AD_ancien NA_premier NO_ministre	AD_ancien NA_premier ministère
AD_ancien NA_premier NO_ministre	AD_ancien NA_premier ministres
AD_ancien NO_président	AD_ancien NO_présidence
AD_ancien NO_président	AD_ancien NO_présidente
angrand PR_pour DE_le NO_service AD_français	angrand PR_pour DE_le service AD_français
angrand PR_pour DE_le NO_service AD_français	angrand PR_pour DE_le services AD_français
VE_annoncer DE_un NO_aide	VE_annoncer DE_un aide
VE_annoncer DE_un NO_plan	VE_annoncer DE_un plan
NO_année AD_plus	NO_année plus
NO_année AD_plus AD_tard	NO_année plus AD_tard
NO_an PR_de NO_travail	NO_an PR_de travail
NO_an KO_et AD_plus	NO_an KO_et plus
NO_an AD_plus AD_tard	NO_an plus AD_tard
NO_an AD_plus AD_tôt	NO_an plus AD_tôt
NO_antenne PR_du groupe NA_france télévisions	NO_antenne PR_du NO_groupe NA_france télévisions
NO_août AD_dernier	août AD_dernier
NO_appel PR_de NO_offre	appel PR_de NO_offre
NO_appel PR_de NA_paris	appel PR_de NA_paris
NO_appel PR_de NA_versailles	appel PR_de NA_versailles
NO_appel PR_à DE_le NO_aide	appel PR_à DE_le NO_aide
NO_appel PR_à DE_le NO_aide	NO_appel PR_à DE_le aide
NO_appel PR_à DE_le NO_aide	appel PR_à DE_le aide
NO_appel PR_à DE_le NO_grève	appel PR_à DE_le NO_grève
NO_appel PR_à DE_le NO_grève	NO_appel PR_à DE_le grève
NO_appel PR_à DE_le NO_grève	appel PR_à DE_le grève
NO_appel PR_à NO_projet	appel PR_à NO_projet
NO_approvisionnement PR_en NO_eau	NO_approvisionnement PR_en eau
NO_arrêté PR_de NO_reconduite	NO_arrêté PR_de VE_reconduire
VE_articler VE_ajouter DE_un NO_commentaire transférer	VE_articler VE_ajouter DE_un commentaire transférer
VE_articler VE_ajouter DE_un NO_commentaire transférer	VE_articler VE_ajouter DE_un commentaires transférer
NO_article PR_avec VE_transférer PR_par NO_mail	NO_article PR_avec VE_transférer PR_par email
NO_assemblée AD_national	NO_assemblée national
NO_assemblée AD_national	NO_assemblée nationale
NO_association VE_avoir	association VE_avoir
NO_association PR_de NO_consommateur	association PR_de NO_consommateur
NO_association PR_de NO_défense	association PR_de NO_défense
NO_association PR_de NO_défense PR_du NO_droit	association PR_de NO_défense PR_du NO_droit
NO_association PR_de NO_protection	association PR_de NO_protection
NO_association PR_de NO_solidarité	association PR_de NO_solidarité
NO_association PR_de NO_solidarité	NO_association PR_de solidarité
NO_association PR_de NO_solidarité	association PR_de solidarité
NO_association PR_de NO_soutien	association PR_de NO_soutien
NO_association PR_du NO_maire	association PR_du NO_maire
NO_association AD_national	association AD_national
NO_association AD_national	NO_association national
NO_association AD_national	association national
NO_association AD_national	NO_association nationale
NO_association AD_national	association nationale
NO_association AD_national PR_du NO_gens	association AD_national PR_du NO_gens
NO_association AD_national PR_du NO_gens	NO_association national PR_du NO_gens
NO_association AD_national PR_du NO_gens	NO_association AD_national PR_du gens
NO_association AD_national PR_du NO_gens	association national PR_du NO_gens
NO_association AD_national PR_du NO_gens	association AD_national PR_du gens
NO_association AD_national PR_du NO_gens	NO_association nationale PR_du NO_gens
NO_association AD_national PR_du NO_gens	NO_association national PR_du gens
NO_association AD_national PR_du NO_gens	association nationale PR_du NO_gens
NO_association AD_national PR_du NO_gens	association national PR_du gens
NO_association AD_national PR_du NO_gens	NO_association nationale PR_du gens
NO_association AD_national PR_du NO_gens	association nationale PR_du gens
VE_assurer DE_le NO_sécurité	VE_assurer DE_le sécurité
NO_attachement PR_à DE_le NO_liberté	NO_attachement PR_à DE_le liberté
VE_atteindre PR_de DE_un NO_cancer	NO_atteinte PR_de DE_un NO_cancer
VE_atteindre PR_de DE_un NO_cancer	VE_atteindre PR_de DE_un cancer
VE_atteindre PR_de DE_un NO_cancer	NO_atteinte PR_de DE_un cancer
VE_atteindre DE_le NO_objectif	NO_atteinte DE_le NO_objectif
VE_atteindre PR_à DE_le NO_vie	NO_atteinte PR_à DE_le vie
VE_atteindre PR_à DE_le NO_vie	VE_atteindre PR_à DE_le vie
NO_atteinte PR_au NO_bien	VE_atteindre PR_au NO_bien
NO_attitude PR_du NO_gouvernement	NO_attitude PR_du gouvernement
NO_augmentation PR_de NO_capital	NO_augmentation PR_de capital
NO_augmentation PR_de NO_capital	NO_augmentation PR_de NO_capitale
NO_augmentation PR_du NO_nombre	NO_augmentation PR_du nombre
NO_augmentation PR_du NO_prix	NO_augmentation PR_du prix
VE_augmenter DE_le NO_texte VE_réduire	VE_augmenter DE_le textes VE_réduire
AD_aussi lire AD_aussi	AD_aussi VE_lire AD_aussi
AD_aussi nombre PR_de NO_commentaire VE_diminuer	AD_aussi NO_nombre PR_de NO_commentaire VE_diminuer
AD_aussi nombre PR_de NO_commentaire VE_diminuer	AD_aussi nombre PR_de commentaire VE_diminuer
AD_aussi nombre PR_de NO_commentaire VE_diminuer	AD_aussi NO_nombre PR_de commentaire VE_diminuer
AD_aussi nombre PR_de NO_commentaire VE_diminuer	AD_aussi nombre PR_de commentaires VE_diminuer
AD_aussi nombre PR_de NO_commentaire VE_diminuer	AD_aussi NO_nombre PR_de commentaires VE_diminuer
NO_auteur PR_de DE_le NO_étude	auteur PR_de DE_le NO_étude
NO_auteur PR_du NO_rapport	auteur PR_du NO_rapport
NO_autorité PR_de DE_le NA_etat	NO_autorité PR_de DE_le NA_etats
AD_autre NO_dossier	AD_autre dossier
AD_autre NO_dossier	AD_autre dossiers
AD_autre NO_dossier espaces fonds AD_structurel	AD_autre dossier espaces fonds AD_structurel
AD_autre NO_dossier espaces fonds AD_structurel	AD_autre dossiers espaces fonds AD_structurel
AD_autre NO_dossier espaces mettre	AD_autre dossier espaces mettre
AD_autre NO_dossier espaces mettre	AD_autre dossiers espaces mettre
AD_autre NO_espace NO_expérience toutes	AD_autre espace NO_expérience toutes
AD_autre NA_etats	AD_autre NA_etat
AD_autre NO_pays	AD_autre pays
AD_autre NO_pays AD_européen	AD_autre pays AD_européen
baie PR_de douarnenez environnement	baie PR_de douarnenez NO_environnement
NO_baisse PR_du NO_prix	NO_baisse PR_du prix
AD_beaucoup PR_de NO_gens	AD_beaucoup PR_de gens
VE_blesser PR_dans DE_un NO_accident	VE_blesser PR_dans DE_un accident
boksenbaum-granier PR_pour DE_le NO_service AD_français	boksenbaum-granier PR_pour DE_le service AD_français
boksenbaum-granier PR_pour DE_le NO_service AD_français	boksenbaum-granier PR_pour DE_le services AD_français
NO_bombardier PR_de NO_eau	NO_bombardier PR_de eau
AD_bon NO_marché	AD_bon marché
AD_bon NO_nombre	AD_bon nombre
AD_bon NO_santé	AD_bon santé
NO_bourse PR_de NA_paris	bourse PR_de NA_paris
bp PR_dans DE_le NO_golfe	bp PR_dans DE_le golfe
NO_budget PR_de DE_le NA_etat	budget PR_de DE_le NA_etat
NO_budget PR_de DE_le NA_etat	NO_budget PR_de DE_le NA_etats
NO_budget PR_de DE_le NA_etat	budget PR_de DE_le NA_etats
budget NA_françois baroin	NO_budget NA_françois baroin
NO_bureau PR_de NO_étude	bureau PR_de NO_étude
NO_bureau PR_de NO_étude VE_avoir VE_fournir	bureau PR_de NO_étude VE_avoir VE_fournir
NO_bénéfice PR_par NO_action	NO_bénéfice PR_par action
NO_cabinet PR_du NO_ministre	NO_cabinet PR_du NO_ministère
NO_cabinet PR_du NO_ministre	NO_cabinet PR_du ministre
NO_cabinet PR_du NO_ministre	NO_cabinet PR_du ministère
NO_cabinet PR_du NO_ministre	NO_cabinet PR_du ministres
NO_cadre PR_du NO_plan	NO_cadre PR_du plan
caisse PR_de epargne	NO_caisse PR_de epargne
NO_caisse PR_de DE_le NA_etat	caisse PR_de DE_le NA_etat
NO_caisse PR_de DE_le NA_etat	NO_caisse PR_de DE_le NA_etats
NO_caisse PR_de DE_le NA_etat	caisse PR_de DE_le NA_etats
canard enchaîné	NO_canard enchaîné
NO_cancer PR_de DE_le NO_prostate	cancer PR_de DE_le NO_prostate
NO_cancer PR_du NO_poumon	cancer PR_du NO_poumon
NO_cancer PR_du NO_sein	cancer PR_du NO_sein
NO_capitale AD_russe	NO_capital AD_russe
NO_capitale AD_russe	capital AD_russe
NO_carte PR_de NO_identité	carte PR_de NO_identité
NO_casino PR_de uriage-les-bains	casino PR_de uriage-les-bains
NA_catherine monin PR_pour DE_le NO_service	NA_catherine monin PR_pour DE_le service
NA_catherine monin PR_pour DE_le NO_service	NA_catherine monin PR_pour DE_le services
NO_catégorie PR_de NO_population	catégorie PR_de NO_population
AD_central NO_nucléaire	centrale AD_nucléaire
AD_central NO_nucléaire	AD_central nucléaire
NO_centre PR_de NO_appel	centre PR_de NO_appel
NO_centre PR_de NO_appel	NO_centre PR_de appel
NO_centre PR_de NO_appel	centre PR_de appel
NO_centre PR_de NO_formation	centre PR_de NO_formation
NO_centre PR_de NO_formation	NO_centre PR_de formation
NO_centre PR_de NO_formation	centre PR_de formation
NO_centre PR_de NO_loisir	centre PR_de NO_loisir
NO_centre PR_de NO_recherche	centre PR_de NO_recherche
NO_centre PR_de NO_recherche	NO_centre PR_de recherche
NO_centre PR_de NO_recherche	centre PR_de recherche
NO_centre PR_de NO_rétention	centre PR_de NO_rétention
NO_centre PR_de NO_étude	centre PR_de NO_étude
NO_centre AD_hospitalier	centre AD_hospitalier
NO_centre AD_national	centre AD_national
NO_centre AD_national	NO_centre national
NO_centre AD_national	centre national
NO_centre AD_national	NO_centre nationale
NO_centre AD_national	centre nationale
NO_centre AD_nucléaire	centre AD_nucléaire
NO_centre AD_nucléaire PR_de sarov	centre AD_nucléaire PR_de sarov
NO_cent PR_par NO_action	NO_cent PR_par action
NO_chambre PR_de NO_commerce	chambre PR_de NO_commerce
NO_chambre PR_de NO_commerce	NO_chambre PR_de commerce
NO_chambre PR_de NO_commerce	chambre PR_de commerce
chambre PR_du NO_représentant	NO_chambre PR_du NO_représentant
NO_charge PR_de DE_le NO_sécurité	VE_charger PR_de DE_le sécurité
NO_charge PR_de DE_le NO_sécurité	NO_charge PR_de DE_le sécurité
NO_charge PR_du NO_dossier	VE_charger PR_du dossier
NO_charge PR_du NO_dossier	VE_charger PR_du dossiers
NO_charge PR_du NO_dossier	NO_charge PR_du dossier
NO_charge PR_du NO_dossier	NO_charge PR_du dossiers
VE_charger PR_de DE_le NO_justice	VE_charger PR_de DE_le justice
NO_chasse PR_à DE_le NO_homme	NO_chasse PR_à DE_le NA_homme
NO_chef PR_de NO_entreprise	chef PR_de NO_entreprise
NO_chef PR_de NA_etat	chef PR_de NA_etat
NO_chef PR_de NA_etat	NO_chef PR_de NA_etats
NO_chef PR_de NA_etat	chef PR_de NA_etats
NO_chef PR_de NO_file	chef PR_de NO_file
NO_chef PR_de DE_le NO_diplomatie	chef PR_de DE_le NO_diplomatie
NO_chef PR_de DE_le NA_etat	chef PR_de DE_le NA_etat
NO_chef PR_de DE_le NA_etat	NO_chef PR_de DE_le NA_etats
NO_chef PR_de DE_le NA_etat	chef PR_de DE_le NA_etats
NO_chef PR_de DE_le NA_etat VE_avoir	chef PR_de DE_le NA_etat VE_avoir
NO_chef PR_de DE_le NA_etat VE_avoir	NO_chef PR_de DE_le NA_etats VE_avoir
NO_chef PR_de DE_le NA_etat VE_avoir	chef PR_de DE_le NA_etats VE_avoir
NO_chef PR_de DE_le NA_etat VE_être	chef PR_de DE_le NA_etat VE_être
NO_chef PR_de DE_le NA_etat VE_être	NO_chef PR_de DE_le NA_etats VE_être
NO_chef PR_de DE_le NA_etat VE_être	chef PR_de DE_le NA_etats VE_être
NO_chef PR_de DE_le NA_etat AD_ne	chef PR_de DE_le NA_etat AD_ne
NO_chef PR_de DE_le NA_etat AD_ne	NO_chef PR_de DE_le NA_etats AD_ne
NO_chef PR_de DE_le NA_etat AD_ne	chef PR_de DE_le NA_etats AD_ne
NO_chef PR_de NO_établissement	chef PR_de NO_établissement
NO_chef PR_du NO_gouvernement	chef PR_du NO_gouvernement
NO_chef PR_du NO_gouvernement	NO_chef PR_du gouvernement
NO_chef PR_du NO_gouvernement	chef PR_du gouvernement
NO_chef PR_du NO_service	chef PR_du NO_service
NO_chef PR_du NO_service	NO_chef PR_du service
NO_chef PR_du NO_service	chef PR_du service
NO_chef PR_du NO_service	NO_chef PR_du services
NO_chef PR_du NO_service	chef PR_du services
NO_chercheur PR_de DE_le NO_université	NO_chercheur PR_de DE_le université
NO_chiffre PR_de NO_affaire	NO_chiffre PR_de affaire
NO_chiffre PR_de NO_affaire	NO_chiffre PR_de affaires
NO_chiffre PR_de NO_affaire VE_avoir	NO_chiffre PR_de affaire VE_avoir
NO_chiffre PR_de NO_affaire VE_avoir	NO_chiffre PR_de affaires VE_avoir
NO_chiffre PR_de NO_affaire AD_annuel	NO_chiffre PR_de affaire AD_annuel
NO_chiffre PR_de NO_affaire AD_annuel	NO_chiffre PR_de affaires AD_annuel
NU_cinq NA_etats	NU_cinq NA_etat
NO_circulaire PR_du NO_ministère	NO_circulaire PR_du NO_ministre
NO_circulaire PR_du NO_ministère	NO_circulaire PR_du ministère
NO_circulaire PR_du NO_ministère	NO_circulaire PR_du ministre
NO_circulaire PR_du NO_ministère	NO_circulaire PR_du ministres
NO_citoyen PR_de PR_ce NO_pays	NO_citoyen PR_de PR_ce pays
NO_cité PR_par DE_le NO_agence	NO_cité PR_par DE_le agence
cliquez KO_pour AD_plus d\'information	cliquez KO_pour plus d\'information
NO_code PR_du NO_travail	code PR_du NO_travail
NO_code PR_du NO_travail	NO_code PR_du travail
NO_code PR_du NO_travail	code PR_du travail
NO_collectivité PR_en NU_premier NO_ligne	NO_collectivité PR_en NA_premier NO_ligne
NO_collectivité PR_en NU_premier NO_ligne espaces	NO_collectivité PR_en NA_premier NO_ligne espaces
NO_comité PR_de NO_entreprise	comité PR_de NO_entreprise
NO_comité PR_de DE_le AB_onu	comité PR_de DE_le AB_onu
NO_comité PR_de NO_pilotage	comité PR_de NO_pilotage
NO_comité PR_pour DE_le NO_élimination	comité PR_pour DE_le NO_élimination
AD_comment VE_suivre DE_le NO_valeur	AD_comment VE_suivre DE_le valeur
NO_commentaire AD_anonyme VE_être AD_systématiquement VE_supprimer	commentaire AD_anonyme VE_être AD_systématiquement VE_supprimer
NO_commentaire AD_anonyme VE_être AD_systématiquement VE_supprimer	commentaires AD_anonyme VE_être AD_systématiquement VE_supprimer
NO_commentaire dans DE_le AD_même NO_rubrique	commentaire dans DE_le AD_même NO_rubrique
NO_commentaire dans DE_le AD_même NO_rubrique	commentaires dans DE_le AD_même NO_rubrique
NO_commentaire PR_du NO_article VE_être VE_éditer	commentaire PR_du NO_article VE_être VE_éditer
NO_commentaire PR_du NO_article VE_être VE_éditer	commentaires PR_du NO_article VE_être VE_éditer
NO_commentaire VE_diminuer DE_le NO_taille	commentaire VE_diminuer DE_le NO_taille
NO_commentaire VE_diminuer DE_le NO_taille	commentaires VE_diminuer DE_le NO_taille
NO_commentaire VE_être VE_éditer AD_immédiatement	commentaire VE_être VE_éditer AD_immédiatement
NO_commentaire VE_être VE_éditer AD_immédiatement	commentaires VE_être VE_éditer AD_immédiatement
NO_commentaire AD_ne VE_être AD_pas AD_automatiquement	commentaire AD_ne VE_être AD_pas AD_automatiquement
NO_commentaire AD_ne VE_être AD_pas AD_automatiquement	commentaires AD_ne VE_être AD_pas AD_automatiquement
NO_commentaire transférer PR_par NO_mail	commentaire transférer PR_par NO_mail
NO_commentaire transférer PR_par NO_mail	NO_commentaire transférer PR_par email
NO_commentaire transférer PR_par NO_mail	commentaires transférer PR_par NO_mail
NO_commentaire transférer PR_par NO_mail	commentaire transférer PR_par email
NO_commentaire transférer PR_par NO_mail	commentaires transférer PR_par email
NO_commentaire PR_à NO_propos	commentaire PR_à NO_propos
NO_commentaire PR_à NO_propos	commentaires PR_à NO_propos
NO_commerce KO_et PR_de NO_industrie	commerce KO_et PR_de NO_industrie
NO_commerce KO_et PR_de NO_industrie	NO_commerce KO_et PR_de industrie
NO_commerce KO_et PR_de NO_industrie	commerce KO_et PR_de industrie
NO_commissaire AD_européen PR_à DE_le NO_justice	NO_commissaire AD_européen PR_à DE_le justice
NO_commissaire PR_à DE_le NO_justice	NO_commissaire PR_à DE_le justice
NO_commission VE_avoir	commission VE_avoir
NO_commission PR_de NO_enquête	commission PR_de NO_enquête
NO_commission PR_de NO_régulation	commission PR_de NO_régulation
NO_commission PR_du NO_affaire	commission PR_du NO_affaire
NO_commission PR_du NO_affaire	NO_commission PR_du affaire
NO_commission PR_du NO_affaire	NO_commission PR_du affaires
NO_commission PR_du NO_affaire	commission PR_du affaire
NO_commission PR_du NO_affaire	commission PR_du affaires
NO_commission PR_du NO_affaire AD_social	commission PR_du NO_affaire AD_social
NO_commission PR_du NO_affaire AD_social	NO_commission PR_du affaire AD_social
NO_commission PR_du NO_affaire AD_social	NO_commission PR_du affaires AD_social
NO_commission PR_du NO_affaire AD_social	commission PR_du affaire AD_social
NO_commission PR_du NO_affaire AD_social	commission PR_du affaires AD_social
NO_commission AD_européen	commission AD_européen
NO_commission AD_européen VE_avoir	commission AD_européen VE_avoir
NO_commission AD_national	commission AD_national
NO_commission AD_national	NO_commission national
NO_commission AD_national	commission national
NO_commission AD_national	NO_commission nationale
NO_commission AD_national	commission nationale
NO_communauté PR_du NO_gens PR_du NO_voyage	NO_communauté PR_du gens PR_du NO_voyage
NO_communauté KO_et PR_du NO_groupe AD_social	NO_communauté KO_et PR_du groupe AD_social
NO_commune PR_de AD_plus	NO_commune PR_de plus
VE_communiquer PR_de NO_presse	NO_communiqué PR_de presse
VE_communiquer PR_de NO_presse	VE_communiquer PR_de presse
VE_concerner DE_le NO_gens PR_du NO_voyage	VE_concerner DE_le gens PR_du NO_voyage
